window,origin_day,candidate,wape,bias_pct,actual_units,predicted_units
validation_1914_1941,1914,seasonal_naive_28,0.8899578165947373,-0.03908053815503619,1231764.0,1183626.0
validation_1914_1941,1914,trend_global,0.8932928318131008,-0.03290489284949201,1231764.0,1191232.9375641383
validation_1914_1941,1914,trend_state,0.8949783901664348,-0.03257710071181471,1231764.0,1191636.7001188123
validation_1914_1941,1914,trend_store,0.8961132884658956,-0.03179044401407809,1231764.0,1192605.6755194431
validation_1914_1941,1914,trend_category,0.8942392909672451,-0.03274769232134729,1231764.0,1191426.571515488
validation_1914_1941,1914,trend_department,0.8961556441241544,-0.03203845164088746,1231764.0,1192300.188653014
validation_1914_1941,1914,trend_store_department,0.8992065876468647,-0.03070411277260112,1231764.0,1193943.7792347698
validation_1914_1941,1914,trend_store_category,0.8983697757841961,-0.031167940688790138,1231764.0,1193372.452705413
validation_1914_1941,1914,trend_horizon_daily,0.9006628358644517,-0.027583017348548667,1231764.0,1197788.2322186823
validation_1914_1941,1914,direct_segment_trend,0.8955169961565597,-0.0319977333668647,1231764.0,1192350.3439570973
validation_1914_1941,1914,blend_base_global_25,0.890791570399328,-0.037536626828650145,1231764.0,1185527.7343910346
validation_1914_1941,1914,blend_base_global_50,0.891625324203919,-0.0359927155022641,1231764.0,1187429.4687820692
validation_1914_1941,1914,blend_base_global_75,0.89245907800851,-0.03444880417587787,1231764.0,1189331.203173104
