window,candidate,horizon_segment,wape,bias_pct
cv_1886_1913,blend_base_global_50,F8_F14,0.8819044892908652,-0.038965956681105855
cv_1886_1913,blend_base_global_50,F15_F21,0.8986081542800253,-0.028834362403329414
cv_1886_1913,blend_base_global_50,F22_F28,0.9200735290580101,0.007809109042978105
cv_1886_1913,blend_base_global_75,F1_F7,0.9314568256169646,0.03801135995237329
cv_1886_1913,blend_base_global_75,F8_F14,0.8819476284006391,-0.03888443814779527
cv_1886_1913,blend_base_global_75,F15_F21,0.8986522427034785,-0.028751984469968215
cv_1886_1913,blend_base_global_75,F22_F28,0.9201237540940976,0.007894595213834765
validation_1914_1941,seasonal_naive_28,F1_F7,0.9170674984645324,0.006062509057533453
validation_1914_1941,seasonal_naive_28,F8_F14,0.9059265774673206,-0.0023915611597627056
validation_1914_1941,seasonal_naive_28,F15_F21,0.8637924071082391,-0.0943083908552406
validation_1914_1941,seasonal_naive_28,F22_F28,0.8758621371119147,-0.060364419675500484
validation_1914_1941,trend_global,F1_F7,0.9207908535031145,0.012528280079816618
validation_1914_1941,trend_global,F8_F14,0.9095150328900625,0.004019877172713244
validation_1914_1941,trend_global,F15_F21,0.8667059164102782,-0.08848768437943816
validation_1914_1941,trend_global,F22_F28,0.879020165182597,-0.054325561799303784
validation_1914_1941,trend_state,F1_F7,0.9229103641188326,0.01296820193276884
validation_1914_1941,trend_state,F8_F14,0.9109246613386789,0.004506226976380874
validation_1914_1941,trend_state,F15_F21,0.8682221944659848,-0.08837933051042311
validation_1914_1941,trend_state,F22_F28,0.8807568300810639,-0.054031266788584394
validation_1914_1941,trend_store,F1_F7,0.9244224693810831,0.013948475939523766
validation_1914_1941,trend_store,F8_F14,0.9120152022917534,0.005227111231041812
validation_1914_1941,trend_store,F15_F21,0.8691887474379859,-0.08778378376311084
validation_1914_1941,trend_store,F22_F28,0.881758393160002,-0.05315621675933063
validation_1914_1941,trend_category,F1_F7,0.9219141234047588,0.01300929206464499
validation_1914_1941,trend_category,F8_F14,0.910188233953205,0.0038602198198701312
validation_1914_1941,trend_category,F15_F21,0.8676802024233411,-0.08843784241953169
validation_1914_1941,trend_category,F22_F28,0.88004826381855,-0.05403678233566567
validation_1914_1941,trend_department,F1_F7,0.92393345878814,0.013595678931020361
validation_1914_1941,trend_department,F8_F14,0.9126089457678553,0.004907688798056699
validation_1914_1941,trend_department,F15_F21,0.8692147106483591,-0.0876318055169949
validation_1914_1941,trend_department,F22_F28,0.8817598768768016,-0.053661505809603306
validation_1914_1941,trend_store_department,F1_F7,0.9276388789507665,0.014886187636718185
validation_1914_1941,trend_store_department,F8_F14,0.9155312890690745,0.006509554449181906
validation_1914_1941,trend_store_department,F15_F21,0.8719134838334053,-0.08634743396461272
validation_1914_1941,trend_store_department,F22_F28,0.8846971354100059,-0.05250603129394478
validation_1914_1941,trend_store_category,F1_F7,0.9266903591553944,0.014555846842802216
validation_1914_1941,trend_store_category,F8_F14,0.9141739241918784,0.005664562427615588
validation_1914_1941,trend_store_category,F15_F21,0.871546576550688,-0.08689345477245465
validation_1914_1941,trend_store_category,F22_F28,0.8839952127781012,-0.05261771194326617
validation_1914_1941,trend_horizon_daily,F1_F7,0.9137522834779636,-0.01914466554121904
validation_1914_1941,trend_horizon_daily,F8_F14,0.929652210685505,0.03886244263623044
validation_1914_1941,trend_horizon_daily,F15_F21,0.8789447978983396,-0.06569468620353376
validation_1914_1941,trend_horizon_daily,F22_F28,0.8818032167680643,-0.06278653001382994
validation_1914_1941,direct_segment_trend,F1_F7,0.9032680938436627,-0.03052013175986358
validation_1914_1941,direct_segment_trend,F8_F14,0.9287102427835732,0.038219869494012564
validation_1914_1941,direct_segment_trend,F15_F21,0.8773645141131206,-0.06726915331798775
validation_1914_1941,direct_segment_trend,F22_F28,0.8736015555620291,-0.06748460388017254
validation_1914_1941,blend_base_global_25,F1_F7,0.9179983372241779,0.007678951813104194
validation_1914_1941,blend_base_global_25,F8_F14,0.9068236913230061,-0.0007887015766438119
validation_1914_1941,blend_base_global_25,F15_F21,0.8645207844337489,-0.09285321423629
validation_1914_1941,blend_base_global_25,F22_F28,0.8766516441295852,-0.05885470520645131
validation_1914_1941,blend_base_global_50,F1_F7,0.9189291759838234,0.009295394568674935
