cat_id,actual,base,optimized,base_bias_pct,optimized_bias_pct,bias_improvement_abs
HOBBIES,115856,112745.6583214016,113470.25306964014,-0.02684661716784975,-0.020592346795676206,0.006254270372173545
FOODS,832488,821638.3316379833,826918.8438006706,-0.013032822529594028,-0.0066897735454798345,0.006343048984114193
HOUSEHOLD,283420,284271.5824283119,286098.54143292224,0.003004665966804992,0.009450784817310848,-0.006446118850505856
